R0,vaccine_failure,coverage,assortativity,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
4,0.03,0.1,0.266673269157703,2422847.34354057,10147.8882664289,2251.67842263849,6.79634090471456,6574900.9780368,989845.315392666,0.00300926138933345,822.144084065878,2.4815139728339
4,0.03,0.1,0.392305325416338,2391650.34201964,11363.1234994851,2262.35868174476,6.38030696567043,6606087.29929862,988630.496193549,0.00281227016303759,826.043713672057,2.32960958084042
4,0.03,0.1,0.598779134946017,2341960.76699822,14225.7599605697,2279.36979034413,5.40028752613106,6655759.86321143,985768.839751904,0.00236360217530725,832.254894699401,1.9717799829786
4,0.03,0.1,0.9,2272518.01303112,23185.654962901,2303.14343054679,2.3328808659358,6725178.84353833,976812.012156233,0.00101188672136314,840.935245078397,0.851793126174809
4,0.03,0.1,0.98,2254498.66757034,28282.983802406,2309.31232874497,0.587817905123314,6743192.02010091,971716.428379689,0.000254477625786461,843.187664033008,0.21462701260815
4,0.03,0.11,0,2490764.58028966,9235.41923028751,2194.19221351521,8.13576888157292,6407041.22749682,1090756.44500083,0.00369416769282422,801.15443195974,2.97057261288432
4,0.03,0.11,0.266673269157703,2414485.18389131,11263.3558221234,2220.30633282673,7.44150774286666,6483294.50977586,1088729.20267013,0.00334037255354896,810.689349773361,2.71708051461419
4,0.03,0.11,0.392305325416338,2380071.72954817,12600.6626820518,2232.08774229175,6.98368278050769,6517696.18270953,1087392.35363517,0.00311900848820949,814.991036904275,2.54991717523287
4,0.03,0.11,0.598779134946017,2325453.28490945,15748.2538221606,2250.78630254828,5.90610968135228,6572295.928788,1084245.84006816,0.00261715316156755,821.81834871794,2.15646829740375
4,0.03,0.11,0.9,2249521.02014585,25568.7737906458,2276.78153974814,2.54406918680159,6648202.1983144,1074428.68214017,0.00111614995980778,831.309859700541,0.928903261830932
4,0.03,0.11,0.98,2229894.64680595,31131.0126371631,2283.50064346029,0.639845005694808,6667821.85255059,1068868.34751783,0.00028012506626706,833.763172443438,0.233623407704317
4,0.03,0.12,0,2489814.39533034,10185.6043445351,2160.28264977269,8.83751993089068,6308025.32201988,1189805.55813553,0.00407424173834424,788.773202498255,3.22679946476646
