R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.886,0.56,123324.469067653,142150.92564335,348.057353963665,42.3310764655572,1016327.47357838,8717806.74328019,0.108433224875582,127.084441365983,15.4561342944866
15,0.03,0.886,0.57,121616.87148019,143367.662839019,348.641947454307,41.9145282986834,1018034.48657236,8716590.42263268,0.107320018744722,127.297891064254,15.3040421450568
15,0.03,0.886,0.58,119955.503029063,144616.123771607,349.210714470371,41.4871195577558,1019695.28625647,8715342.38910884,0.106187226916567,127.505562120994,15.1479845285256
15,0.03,0.886,0.59,118338.509430125,145897.310864676,349.764289820172,41.048507064225,1021311.72628005,8714061.64062826,0.105033682088888,127.70768632059,14.9878361418252
15,0.03,0.886,0.6,116764.133576015,147212.29659803,350.303275047787,40.598323656564,1022885.56314894,8712747.10507832,0.103858167352417,127.904483301823,14.8234629251029
15,0.03,0.886,0.61,115230.709254144,148562.22806039,350.828240587633,40.136176631575,1024418.46250527,8711397.63576298,0.102659410585366,128.09616134456,14.6547214926038
15,0.03,0.886,0.62,113736.655340123,149948.332042593,351.339727718919,39.6616459973257,1025912.00493216,8710012.00631141,0.101436078396258,128.28291808337,14.4814584947735
15,0.03,0.886,0.63,112280.470427816,151371.920731595,351.838250453654,39.1742825295006,1027367.69132173,8708588.90498587,0.100186769540679,128.46494119689,14.3035099085839
15,0.03,0.886,0.64,110860.727857508,152834.398075167,352.324297206438,38.6736055886924,1028786.94784529,8707126.92831925,0.0989100077320775,128.642409017501,14.1207002405713
15,0.03,0.886,0.65,109476.071107938,154337.266898487,352.7983323829,38.1591006851626,1030171.13055968,8705624.57400083,0.097604233754316,128.815491111306,13.93284163767
15,0.03,0.886,0.66,108125.209520791,155882.136868098,353.26079783656,37.630216751807,1031521.52968137,8704080.23291515,0.0962677967704987,128.984348810074,13.7397328915035
15,0.03,0.886,0.67,106806.914330767,157470.733414094,353.712114231292,37.0863630900181,1032839.373555,8702492.18022282,0.0948989447047566,129.1491357087,13.5411583232428
15,0.03,0.886,0.68,105520.014975152,159104.907740803,354.152682308993,36.5269059428868,1034125.83234254,8700858.56535325,0.0934958135548588,129.309998128071,13.3368865323965
15,0.03,0.886,0.69,104263.395659993,160786.648079073,354.582884060301,35.9511646425644,1035382.02145595,8699177.40075629,0.0920564154699799,129.467075542518,13.1266689901163
15,0.03,0.886,0.7,103035.992161998,162518.092360193,355.003083819932,35.3584072714178,1036609.00475418,8697446.54923254,0.0905786253981273,129.620500979753,12.9102384549764
15,0.03,0.886,0.71,101836.788847013,164301.542524665,355.413629288934,34.74784576355,1037807.7975237,8695663.70962957,0.0890601660732284,129.770401394122,12.6873071844162
15,0.03,0.886,0.72,100664.815887639,166139.480718704,355.814852486276,34.1186303599102,1038979.36925987,8693826.40065094,0.0874985910696176,129.916898014052,12.4575649101622
15,0.03,0.886,0.73,99519.1466640015,168034.587679904,356.207070638817,33.4698433139625,1040124.64626536,8691931.94247678,0.085891265598604,130.060106666998,12.2206765400106
15,0.03,0.886,0.74,98398.8953330471,169989.763672931,356.590587013678,32.8004917244365,1041244.51407994,8689977.43583535,0.0842353446584648,130.200138083369,11.9762795408849
15,0.03,0.886,0.75,97303.2145529238,172008.152409159,356.965691697046,32.1094993464028,1042339.81975538,8687959.73809149,0.0825277480691824,130.337098180884,11.7239809488553
15,0.03,0.886,0.76,96231.2933500034,174093.16847536,357.332662324544,31.3956972011769,1043411.37398767,8685875.43582744,0.0807651318249126,130.471088331249,11.4633539405797
15,0.03,0.886,0.77,95182.3551170661,176248.52890916,357.691764766497,30.6578127664741,1044459.95311817,8683720.81327808,0.0789438550731298,130.602205610367,11.1939338863588
15,0.03,0.886,0.78,94155.6557319388,178478.289701655,358.043253772017,29.8944574797457,1045486.30101429,8681491.81584087,0.0770599418738769,130.730543033508,10.9152137872921
15,0.03,0.886,0.79,93150.4817865757,180786.888187817,358.38737357529,29.1041122260114,1046491.13083985,8679184.00769996,0.0751090366949003,130.856189776678,10.6266389765224
15,0.03,0.886,0.8,92166.1489171255,183179.192513668,358.724358467264,28.2851104027135,1047475.12672441,8676792.52237593,0.0730863523450802,130.97923138536,10.3276009357908
15,0.03,0.886,0.81,91202.0002259771,185660.559665696,359.054433335853,27.4356180534876,1048438.94534069,8674312.00471625,0.0709866087234667,131.099749971753,10.0174300417797
15,0.03,0.886,0.82,90257.4047870882,188236.903929342,359.377814177647,26.5536104315221,1049383.21739873,8671736.54246023,0.0688039603367692,131.217824401613,9.6953870088095
15,0.03,0.886,0.83,89331.7562260636,190914.778144323,359.694708584025,25.6368441819003,1050308.54906535,8669059.5850115,0.0665319099821389,131.333530471742,9.36065273191636
15,0.03,0.886,0.84,88424.4713664412,193701.470786542,360.005316204574,24.6828241057407,1051215.52331735,8666273.84638936,0.0641632052545991,131.446941079195,9.01231615160859
